MTS793|MPT|NLD|1|2|,|-|:|31|1|1|A

Data Acquisition						Time:	104,29639	s	11-3-2021 09:52:22
Time	311.51 Frame Force	311.51 Frame Displacement	Aux Input 8	Aux Input 9	Aux Input 7	Laser 50mm	Laser 50mm2	Laser 25mm
s	kN	mm	V	V	V	mm	mm	mm
28,594727	-1,2320435	-1,5858119	0,24875636	0,25009918	0,94735551	1,5578367	1,5693724	2,9604859
28,691895	-1,1717141	-1,5885098	0,24942777	0,25278479	0,95037687	1,5620413	1,5862246	2,9699278
28,789063	-1,2408156	-1,5912957	0,24842066	0,2524491	0,94668412	1,5557343	1,5841181	2,9583879
28,88623	-1,2645199	-1,5945463	0,24875636	0,25278479	0,94601274	1,5578367	1,5862246	2,9562898
28,983398	-1,2765676	-1,5987453	0,25177768	0,25312051	0,94668412	1,5767577	1,5883312	2,9583879
29,080566	-1,1838692	-1,6028786	0,2521134	0,25312051	0,94534129	1,5788602	1,5883312	2,9541914
29,177734	-1,253661	-1,6040213	0,2521134	0,25278479	0,94701982	1,5788602	1,5862246	2,9594369
29,274902	-1,2992177	-1,6071904	0,25177768	0,25614184	0,9450056	1,5767577	1,60729	2,9531424
29,37207	-1,27248	-1,611255	0,2521134	0,25647753	0,94769126	1,5788602	1,6093966	2,9615352
29,469238	-1,2653016	-1,6136954	0,2521134	0,25614184	0,94668412	1,5788602	1,60729	2,9583879
29,566406	-1,353007	-1,6175457	0,25479904	0,25647753	0,94634843	1,5956789	1,6093966	2,9573388
29,663574	-1,2998918	-1,6221918	0,25513473	0,25647753	0,94634843	1,5977812	1,6093966	2,9573388
29,760742	-1,3074933	-1,6240958	0,25446332	0,25916317	0,94231999	1,5935764	1,626249	2,9447501
29,85791	-1,2874337	-1,6276556	0,25513473	0,25916317	0,94299138	1,5977812	1,626249	2,9468482
29,955078	-1,2585374	-1,630976	0,25547042	0,25949886	0,9419843	1,5998834	1,6283554	2,943701
30,052246	-1,3291448	-1,6345034	0,25479904	0,25916317	0,94399852	1,5956789	1,626249	2,9499953
30,149414	-1,2679406	-1,6371576	0,25782037	0,25916317	0,9446699	1,6146001	1,626249	2,9520934
30,246582	-1,3485106	-1,6404132	0,25815606	0,25949886	0,94231999	1,6167023	1,6283554	2,9447501
30,34375	-1,3010321	-1,6433516	0,25815606	0,25916317	0,94265568	1,6167023	1,626249	2,9457991
30,440918	-1,2938806	-1,6468337	0,25815606	0,2621845	0,94231999	1,6167023	1,6452078	2,9447501
30,538086	-1,3051268	-1,650014	0,25815606	0,26252019	0,94299138	1,6167023	1,6473142	2,9468482
30,635254	-1,3191196	-1,6534904	0,25748464	0,26151308	0,94164854	1,6124976	1,6409947	2,9426517
30,732422	-1,3209339	-1,6567495	0,26050597	0,26184881	0,93997008	1,6314186	1,6431013	2,9374065
30,82959	-1,3726166	-1,6594231	0,26050597	0,26453441	0,94097716	1,6314186	1,6599535	2,9405537
30,926758	-1,4117461	-1,6635153	0,2608417	0,26520583	0,93929863	1,6335211	1,6641666	2,9353082
31,023926	-1,3922244	-1,666633	0,2608417	0,26453441	0,94064146	1,6335211	1,6599535	2,9395046
31,121094	-1,4081893	-1,6687692	0,26050597	0,26453441	0,93929863	1,6314186	1,6599535	2,9353082
31,218262	-1,360673	-1,6723158	0,26319161	0,26487014	0,93963432	1,6482375	1,6620601	2,9363573
31,31543	-1,3753775	-1,6757804	0,26386303	0,26520583	0,93963432	1,6524421	1,6641666	2,9363573
31,412598	-1,4249214	-1,6795677	0,26386303	0,26587725	0,93728441	1,6524421	1,6683798	2,9290137
31,509766	-1,4658653	-1,6816082	0,2635273	0,26789147	0,93862724	1,6503397	1,6810189	2,9332101
31,606934	-1,4791069	-1,6847066	0,26386303	0,26789147	0,93594164	1,6524421	1,6810189	2,9248176
31,704102	-1,3878858	-1,6891782	0,26319161	0,26688436	0,93829155	1,6482375	1,6746993	2,9321611
31,80127	-1,3992809	-1,6917961	0,26587725	0,26755577	0,93627733	1,6650562	1,6789125	2,9258666
31,898438	-1,3654652	-1,6951491	0,26587725	0,26990569	0,93661302	1,6650562	1,6936582	2,9269156
31,995605	-1,4336487	-1,6992303	0,26688436	0,2705771	0,93728441	1,6713632	1,6978713	2,9290137
32,092773	-1,4727156	-1,7014916	0,26621294	0,2705771	0,93694872	1,6671585	1,6978713	2,9279647
32,189941	-1,4407787	-1,7055591	0,26688436	0,2705771	0,93560588	1,6713632	1,6978713	2,9237683
32,287109	-1,4737196	-1,7074786	0,26654866	0,2705771	0,93325597	1,669261	1,6978713	2,916425
32,384277	-1,4512701	-1,7120869	0,26923427	0,27024138	0,93594164	1,6860796	1,6957647	2,9248176
32,481445	-1,452396	-1,7154257	0,26956999	0,2709128	0,9345988	1,688182	1,6999779	2,9206212
32,578613	-1,5119026	-1,7174041	0,26923427	0,27359843	0,93426311	1,6860796	1,7168301	2,9195721
32,675781	-1,4772263	-1,7222966	0,26856288	0,27292702	0,9345988	1,681875	1,712617	2,9206212
32,772949	-1,5470395	-1,7235634	0,26856288	0,27292702	0,93392736	1,681875	1,712617	2,9185231
32,870117	-1,4891394	-1,7274373	0,27259132	0,27393413	0,93594164	1,7071031	1,7189367	2,9248176
32,967285	-1,4516717	-1,7314773	0,27292702	0,27326271	0,93392736	1,7092054	1,7147235	2,9185231
33,064453	-1,5088476	-1,7336483	0,27259132	0,27393413	0,93661302	1,7071031	1,7189367	2,9269156
33,161621	-1,4980406	-1,7388184	0,2722556	0,27561265	0,93426311	1,7050006	1,7294694	2,9195721
33,258789	-1,4321859	-1,740953	0,27158421	0,27561265	0,9345988	1,7007961	1,7294694	2,9206212
33,355957	-1,4824415	-1,7444068	0,27191991	0,27628407	0,9345988	1,7028984	1,7336825	2,9206212
33,453125	-1,50187	-1,7473632	0,27594835	0,27661976	0,93191314	1,7281264	1,7357891	2,9122286
33,550293	-1,519685	-1,7486655	0,27594835	0,27661976	0,93325597	1,7281264	1,7357891	2,916425
33,647461	-1,5923936	-1,7531576	0,27594835	0,27695546	0,93191314	1,7281264	1,7378955	2,9122286
33,744629	-1,536783	-1,7582294	0,27527693	0,2793054	0,93392736	1,7239218	1,7526414	2,9185231
33,841797	-1,5364028	-1,7604347	0,27494124	0,27896968	0,93124175	1,7218194	1,7505348	2,9101305
33,938965	-1,5485096	-1,7633911	0,27829829	0,2793054	0,93191314	1,742843	1,7526414	2,9122286
34,036133	-1,5035051	-1,767324	0,27796257	0,27896968	0,93224889	1,7407405	1,7505348	2,9132779
34,133301	-1,5852225	-1,7687957	0,27829829	0,27896968	0,93191314	1,742843	1,7505348	2,9122286
34,230469	-1,4969147	-1,7726897	0,27829829	0,27863398	0,93224889	1,742843	1,7484282	2,9132779
34,327637	-1,5431868	-1,7761117	0,27896968	0,27964109	0,93224889	1,7470475	1,7547479	2,9132779
34,424805	-1,5581118	-1,7795625	0,27863398	0,28232673	0,93426311	1,7449453	1,7716002	2,9195721
34,521973	-1,5741197	-1,7831782	0,28131962	0,281991	0,93157744	1,761764	1,7694936	2,9111795
34,619141	-1,6352181	-1,7855167	0,2809839	0,281991	0,93224889	1,7596616	1,7694936	2,9132779
34,716309	-1,553974	-1,7894772	0,2809839	0,281991	0,93325597	1,7596616	1,7694936	2,916425
34,813477	-1,5685477	-1,7920541	0,2809839	0,28165531	0,93224889	1,7596616	1,7673872	2,9132779
34,910645	-1,4925457	-1,7949618	0,28165531	0,28568375	0,93359166	1,7638663	1,7926656	2,917474
35,007813	-1,559711	-1,7994053	0,2809839	0,28501233	0,93292028	1,7596616	1,7884524	2,9153759
35,10498	-1,6152303	-1,8016615	0,28434095	0,28501233	0,93392736	1,7806852	1,7884524	2,9185231
35,202148	-1,5966121	-1,8055954	0,28366953	0,28501233	0,93157744	1,7764804	1,7884524	2,9111795
35,299316	-1,5760989	-1,8097279	0,28434095	0,28534806	0,93124175	1,7806852	1,7905591	2,9101305
35,396484	-1,6380597	-1,8124125	0,28501233	0,2890408	0,93426311	1,7848897	1,8137311	2,9195721
35,493652	-1,6667535	-1,8151193	0,28400522	0,28803369	0,93191314	1,7785827	1,8074114	2,9122286
35,59082	-1,5279319	-1,8188189	0,28702655	0,28769797	0,92989892	1,7975037	1,8053048	2,9059341
35,687988	-1,6506739	-1,8213151	0,28769797	0,28836939	0,93057036	1,8017085	1,809518	2,9080324
35,785156	-1,7064513	-1,8258952	0,28669086	0,28769797	0,92989892	1,7954015	1,8053048	2,9059341
35,882324	-1,7138394	-1,8276057	0,28635517	0,28769797	0,92956322	1,7932992	1,8053048	2,9048851
35,979492	-1,7351828	-1,8313557	0,28736228	0,2907193	0,92855614	1,7996062	1,8242637	2,9017379
36,07666	-1,6778778	-1,8338751	0,28669086	0,2907193	0,93090606	1,7954015	1,8242637	2,9090815
36,173828	-1,7458104	-1,8360375	0,2893765	0,29038361	0,92889184	1,8122202	1,8221571	2,902787
36,270996	-1,5745142	-1,8419046	0,29004791	0,29139072	0,93023467	1,816425	1,8284768	2,9069834
36,368164	-1,6794339	-1,8443149	0,29004791	0,2907193	0,92989892	1,816425	1,8242637	2,9059341
36,465332	-1,806199	-1,8474205	0,28971219	0,2907193	0,92989892	1,8143226	1,8242637	2,9059341
36,5625	-1,7578884	-1,851053	0,28971219	0,29407635	0,92956322	1,8143226	1,8453292	2,9048851
36,659668	-1,9088527	-1,8534485	0,28971219	0,29273352	0,9278847	1,8143226	1,8369029	2,8996396
36,756836	-1,7586342	-1,8572241	0,29239783	0,29340494	0,93057036	1,8311414	1,841116	2,9080324
36,854004	-1,8322124	-1,8604198	0,29340494	0,29441205	0,92855614	1,8374484	1,8474356	2,9017379
36,951172	-1,7515491	-1,8634238	0,29273352	0,29340494	0,92989892	1,8332436	1,841116	2,9059341
37,04834	-1,8393711	-1,866542	0,29374063	0,29776907	0,93023467	1,8395506	1,8685009	2,9069834
37,145508	-1,9196382	-1,8702949	0,29306924	0,29743338	0,92989892	1,8353461	1,8663945	2,9059341
37,242676	-1,9623336	-1,8739349	0,29306924	0,29743338	0,93023467	1,8353461	1,8663945	2,9069834
37,339844	-1,925886	-1,8761725	0,29642627	0,29709768	0,92519909	1,8563695	1,864288	2,8912473
37,437012	-1,7698948	-1,8797898	0,29541916	0,29676196	0,9278847	1,8500624	1,8621813	2,8996396
37,53418	-1,9886196	-1,8823749	0,29609057	0,30045471	0,9248634	1,8542671	1,8853533	2,8901982
37,631348	-1,7329668	-1,8861027	0,29609057	0,29978332	0,92721331	1,8542671	1,8811404	2,8975415
37,728516	-1,9637839	-1,8881607	0,29541916	0,29978332	0,92721331	1,8500624	1,8811404	2,8975415
37,825684	-2,017731	-1,894143	0,2994476	0,30045471	0,92654192	1,8752905	1,8853533	2,8954434
37,922852	-1,9608921	-1,8972998	0,2991119	0,30011901	0,92687762	1,8731883	1,8832468	2,8964925
38,02002	-1,9620252	-1,8994411	0,29844049	0,30280465	0,92822045	1,8689835	1,9000992	2,9006889
38,117188	-1,858649	-1,9036894	0,29877621	0,30280465	0,92989892	1,871086	1,9000992	2,9059341
38,214355	-2,0782056	-1,9054615	0,2991119	0,30314034	0,9278847	1,8731883	1,9022057	2,8996396
38,311523	-1,8301471	-1,9094056	0,29844049	0,30246893	0,92922753	1,8689835	1,8979925	2,903836
38,408691	-1,9846681	-1,9119158	0,30179754	0,30314034	0,92956322	1,890007	1,9022057	2,9048851
38,505859	-2,0647147	-1,9166222	0,30213323	0,30347604	0,92922753	1,8921093	1,9043121	2,903836
38,603027	-2,1037583	-1,9185586	0,30179754	0,30582598	0,92956322	1,890007	1,9190581	2,9048851
38,700195	-2,1968026	-1,9219352	0,30146182	0,30582598	0,9278847	1,8879045	1,9190581	2,8996396
38,797363	-1,9549687	-1,9252557	0,30179754	0,30549026	0,93258458	1,890007	1,9169514	2,9143269
38,894531	-2,1496234	-1,9278022	0,30179754	0,30549026	0,92989892	1,890007	1,9169514	2,9059341
38,991699	-1,9139944	-1,9313935	0,30448315	0,30582598	0,93224889	1,9068257	1,9190581	2,9132779
39,088867	-2,1508927	-1,9345603	0,30481887	0,30582598	0,93224889	1,9089282	1,9190581	2,9132779
39,186035	-2,1127741	-1,9382679	0,30515456	0,309183	0,93191314	1,9110304	1,9401233	2,9122286
39,283203	-2,1863954	-1,9413205	0,30515456	0,30884731	0,93191314	1,9110304	1,9380169	2,9122286
39,380371	-2,0812819	-1,9445785	0,30414745	0,30884731	0,93224889	1,9047234	1,9380169	2,9132779
39,477539	-2,0342264	-1,9482836	0,3078402	0,30884731	0,93258458	1,9278492	1,9380169	2,9143269
39,574707	-2,2134199	-1,9513639	0,3078402	0,30884731	0,93292028	1,9278492	1,9380169	2,9153759
39,671875	-2,0315945	-1,9546696	0,30716878	0,30884731	0,93224889	1,9236444	1,9380169	2,9132779
39,769043	-2,1981866	-1,9576219	0,30750448	0,31153294	0,93527019	1,9257467	1,9548693	2,9227192
39,866211	-2,1533954	-1,9607433	0,30750448	0,31220433	0,93426311	1,9257467	1,9590822	2,9195721
39,963379	-2,2494516	-1,9647715	0,30750448	0,31153294	0,9345988	1,9257467	1,9548693	2,9206212
40,060547	-2,1201606	-1,9672438	0,30951869	0,31086153	0,93325597	1,9383608	1,9506562	2,916425
40,157715	-2,0944571	-1,9708881	0,31153294	0,31254005	0,9345988	1,9509751	1,9611889	2,9206212
40,254883	-2,2325687	-1,9732308	0,31019011	0,31455427	0,93292028	1,9425656	1,9738281	2,9153759
40,352051	-2,10518	-1,9774516	0,31052583	0,31488997	0,93527019	1,9446679	1,9759346	2,9227192
40,449219	-2,2272174	-1,9816513	0,31086153	0,31488997	0,93560588	1,9467703	1,9759346	2,9237683
40,546387	-2,2088716	-1,9839945	0,31254005	0,31488997	0,93694872	1,9572821	1,9759346	2,9279647
40,643555	-2,2539694	-1,9868499	0,31287575	0,31421855	0,93694872	1,9593843	1,9717214	2,9279647
40,740723	-2,2473576	-1,9908606	0,31287575	0,31388286	0,93594164	1,9593843	1,969615	2,9248176
40,837891	-2,1476226	-1,9933212	0,31354716	0,31421855	0,93661302	1,9635891	1,9717214	2,9269156
40,935059	-2,2402349	-1,9967872	0,31321144	0,31723988	0,93560588	1,9614866	1,9906803	2,9237683
41,032227	-2,1725245	-2,0007386	0,31321144	0,31690419	0,93795586	1,9614866	1,9885738	2,9311121
41,129395	-2,2379975	-2,003222	0,31656849	0,3179113	0,94097716	1,9825101	1,9948934	2,9405537
41,226563	-2,239109	-2,0063598	0,31656849	0,3175756	0,93929863	1,9825101	1,9927869	2,9353082
41,32373	-2,2465615	-2,0102215	0,31623277	0,3175756	0,94030577	1,9804077	1,9927869	2,9384556
41,420898	-2,2449965	-2,012747	0,31623277	0,31723988	0,93929863	1,9804077	1,9906803	2,9353082
41,518066	-2,2043037	-2,0158823	0,31589708	0,31958982	0,93929863	1,9783053	2,0054262	2,9353082
41,615234	-2,2402635	-2,0198126	0,31891841	0,31992552	0,94164854	1,9972265	2,0075326	2,9426517
41,712402	-2,2106574	-2,022855	0,31891841	0,31958982	0,94299138	1,9972265	2,0054262	2,9468482
41,80957	-2,2410021	-2,0259626	0,3192541	0,32026121	0,94433421	1,9993287	2,009639	2,9510443
41,906738	-2,2378683	-2,0298543	0,31958982	0,32059693	0,94164854	2,0014312	2,0117457	2,9426517
42,003906	-2,2424507	-2,0327888	0,3192541	0,32361826	0,94634843	1,9993287	2,0307047	2,9573388
42,101074	-2,2237105	-2,0368776	0,3192541	0,32328257	0,94567698	1,9993287	2,0285981	2,9552405
42,198242	-2,237144	-2,0376236	0,32227546	0,32328257	0,94869834	2,01825	2,0285981	2,9646823
42,29541	-2,2403855	-2,0427563	0,32227546	0,32328257	0,94869834	2,01825	2,0285981	2,9646823
42,392578	-2,241662	-2,0459678	0,32227546	0,32294685	0,95205539	2,01825	2,0264914	2,975173
42,489746	-2,2415471	-2,0489006	0,32160404	0,32227546	0,95306247	2,0140452	2,0222785	2,9783201
42,586914	-2,2411814	-2,0516982	0,32462537	0,32294685	0,95037687	2,0329664	2,0264914	2,9699278
42,684082	-2,2419631	-2,0548232	0,32496107	0,32563248	0,954741	2,0350685	2,0433438	2,9835656
42,78125	-2,2400987	-2,0592427	0,32496107	0,32563248	0,95406961	2,0350685	2,0433438	2,9814675
42,878418	-2,2402349	-2,0621452	0,32428968	0,32563248	0,95440531	2,030864	2,0433438	2,9825165
42,975586	-2,2419271	-2,0646219	0,32496107	0,32563248	0,95709091	2,0350685	2,0433438	2,9909091
43,072754	-2,2419271	-2,0690525	0,32529679	0,32663959	0,95776236	2,0371711	2,0496635	2,9930074
43,169922	-2,241956	-2,0721457	0,32865381	0,3263039	0,96246219	2,0581944	2,0475571	3,0076942
43,26709	-2,241956	-2,073745	0,32865381	0,32932523	0,95876944	2,0581944	2,0665159	2,9961545
43,364258	-2,2419631	-2,077517	0,32831812	0,32898951	0,9617908	2,0560923	2,0644093	3,0055962
43,461426	-2,241956	-2,0817156	0,32731101	0,32865381	0,96346933	2,0497851	2,0623026	3,0108416
43,558594	-2,241956	-2,0841188	0,32831812	0,32831812	0,96313357	2,0560923	2,0601962	3,0097923
43,655762	-2,241956	-2,087404	0,3276467	0,32831812	0,96346933	2,0518875	2,0601962	3,0108416
43,75293	-2,2419488	-2,0905423	0,33167514	0,33268225	0,96649063	2,0771155	2,0875812	3,0202832
43,850098	-2,24192	-2,0924947	0,33100373	0,33234656	0,96783346	2,0729108	2,0854747	3,0244796
43,947266	-2,2417121	-2,096215	0,33133945	0,33234656	0,96850485	2,0750132	2,0854747	3,0265777
44,044434	-2,2419488	-2,100992	0,33066803	0,33167514	0,97085476	2,0708084	2,0812616	3,0339212
44,141602	-2,2427807	-2,1034422	0,33100373	0,33201084	0,9718619	2,0729108	2,0833681	3,0370684
44,23877	-2,2425439	-2,1060867	0,33167514	0,33268225	0,97286898	2,0771155	2,0875812	3,0402155
44,335938	-2,24225	-2,1099825	0,33368936	0,33469647	0,97555465	2,0897295	2,1002204	3,0486083
44,433105	-2,2418339	-2,1113596	0,33368936	0,33469647	0,9748832	2,0897295	2,1002204	3,04651
44,530273	-2,2450612	-2,1178887	0,33503219	0,33570358	0,97991878	2,098139	2,10654	3,0622461
44,627441	-2,2507281	-2,1202171	0,33436078	0,33503219	0,98025447	2,0939343	2,1023271	3,0632951
44,724609	-2,2419846	-2,122257	0,33436078	0,33536789	0,98327583	2,0939343	2,1044335	3,072737
44,821777	-2,2838697	-2,1256509	0,33570358	0,33805352	0,98394722	2,1023436	2,1212859	3,0748351
44,918945	-2,2576771	-2,1309376	0,33671069	0,3377178	0,98428291	2,1086507	2,1191792	3,0758841
45,016113	-2,2575622	-2,1330884	0,33704641	0,33805352	0,98763996	2,1107531	2,1212859	3,086375
45,113281	-2,2295694	-2,1366513	0,33704641	0,33805352	0,98730427	2,1107531	2,1212859	3,085326
45,210449	-2,3080115	-2,1389525	0,336375	0,3377178	0,99099702	2,1065483	2,1191792	3,0968657
45,307617	-2,3301077	-2,142581	0,33738211	0,33973202	0,98998988	2,1128554	2,1318185	3,0937183
45,404785	-2,250807	-2,145251	0,34006774	0,34141055	0,99536115	2,1296742	2,1423512	3,1105037
45,501953	-2,4133885	-2,1500854	0,33973202	0,34073913	0,99267554	2,1275718	2,1381381	3,1021111
45,599121	-2,3136911	-2,1526885	0,33939633	0,34073913	0,99267554	2,1254694	2,1381381	3,1021111
45,696289	-2,3405867	-2,1552217	0,33906063	0,34006774	0,99636823	2,1233671	2,1339252	3,1136508
45,793457	-2,3219829	-2,159385	0,33973202	0,34040344	0,99603254	2,1275718	2,1360316	3,1126018
45,890625	-2,4771547	-2,162097	0,34275335	0,34141055	1,0007324	2,1464927	2,1423512	3,1272888
45,987793	-2,5586157	-2,1660755	0,34241766	0,34342477	0,9990539	2,1443906	2,1549904	3,1220434
46,084961	-2,3925042	-2,1672132	0,34308907	0,34409618	1,0040895	2,1485953	2,1592035	3,1377797
46,182129	-2,4276609	-2,1708796	0,34275335	0,34409618	1,0024109	2,1464927	2,1592035	3,132534
46,279297	-2,5091417	-2,1733956	0,34241766	0,34308907	1,0040895	2,1443906	2,152884	3,1377797
46,376465	-2,6823187	-2,1771808	0,3461104	0,34409618	1,0061036	2,1675162	2,1592035	3,144074
46,473633	-2,5845413	-2,1812637	0,3461104	0,34376049	1,0081179	2,1675162	2,1570971	3,1503685
46,570801	-2,7928751	-2,1848788	0,34510329	0,3464461	1,0087893	2,1612093	2,1739492	3,1524665
46,667969	-2,8142326	-2,1882901	0,34543899	0,3464461	1,0108035	2,1633115	2,1739492	3,1587608
46,765137	-2,7928607	-2,1916852	0,34543899	0,34678182	1,0128177	2,1633115	2,1760559	3,1650555
46,862305	-2,9718373	-2,1937692	0,34543899	0,34678182	1,0138248	2,1633115	2,1760559	3,1682026
46,959473	-2,8984904	-2,1963801	0,34543899	0,3461104	1,0131534	2,1633115	2,1718428	3,1661046
47,056641	-3,0286975	-2,1988137	0,34812462	0,3464461	1,0178533	2,1801305	2,1739492	3,1807914
47,153809	-3,0501339	-2,2036624	0,34879604	0,35047454	1,0175176	2,1843352	2,1992278	3,1797423
47,250977	-3,2235315	-2,206526	0,34846032	0,34980315	1,0208746	2,1822326	2,1950147	3,1902332
47,348145	-3,3190193	-2,2107346	0,34879604	0,35013884	1,0205389	2,1843352	2,1971214	3,1891842
47,445313	-3,2693105	-2,2139285	0,34946743	0,35047454	1,0225531	2,1885397	2,1992278	3,1954784
47,54248	-3,4424927	-2,2168972	0,35148165	0,34980315	1,0222174	2,2011538	2,1950147	3,1944294
47,639648	-3,5260623	-2,2204094	0,35013884	0,35181737	1,021546	2,1927445	2,207654	3,1923313
47,736816	-3,5796578	-2,2242112	0,35148165	0,35316017	1,0242317	2,2011538	2,2160802	3,2007239
47,833984	-3,6088552	-2,2269719	0,35114595	0,35248876	1,0262458	2,1990514	2,2118671	3,2070181
47,931152	-3,7511477	-2,2290277	0,35215306	0,35316017	1,0269173	2,2053585	2,2160802	3,2091167
48,02832	-3,667444	-2,2342858	0,35416728	0,35215306	1,0289315	2,2179725	2,2097604	3,2154109
48,125488	-3,9495904	-2,2364416	0,35450298	0,35282448	1,0302743	2,2200749	2,2139738	3,2196071
48,222656	-3,9363291	-2,2397268	0,35383159	0,35517439	1,0312815	2,2158701	2,2287192	3,2227545
48,319824	-4,0625491	-2,2418911	0,35416728	0,35551012	1,0309458	2,2179725	2,2308259	3,2217054
48,416992	-4,0211229	-2,2454343	0,35416728	0,35517439	1,0332956	2,2179725	2,2287192	3,2290487
48,51416	-4,1502419	-2,2498615	0,35416728	0,35551012	1,0346384	2,2179725	2,2308259	3,2332449
48,611328	-4,2546511	-2,2522814	0,35685292	0,35517439	1,0353099	2,2347913	2,2287192	3,2353435
48,708496	-4,2636814	-2,2560112	0,35685292	0,35551012	1,0346384	2,2347913	2,2308259	3,2332449
48,805664	-4,2279868	-2,2603648	0,35718861	0,35853145	1,0356456	2,2368937	2,2497849	3,2363925
48,902832	-4,3495455	-2,26215	0,35718861	0,35853145	1,0373241	2,2368937	2,2497849	3,2416377
49	-4,2989974	-2,2653351	0,35685292	0,35786003	1,0366527	2,2347913	2,2455716	3,2395396
49,097168	-4,5030608	-2,2688606	0,35953856	0,35819572	1,038667	2,25161	2,2476783	3,2458344
49,194336	-4,3905754	-2,2723978	0,35987425	0,35819572	1,0366527	2,2537124	2,2476783	3,2395396
49,291504	-4,3270388	-2,2742219	0,36020994	0,35886714	1,0379955	2,2558148	2,2518914	3,2437358
49,388672	-4,7819104	-2,2774618	0,35987425	0,36155277	1,0379955	2,2537124	2,2687438	3,2437358
49,48584	-4,4829869	-2,2814889	0,35987425	0,36155277	1,0410168	2,2537124	2,2687438	3,2531776
49,583008	-4,896791	-2,2844555	0,35987425	0,36121705	1,0403454	2,2537124	2,2666371	3,2510796
49,680176	-4,9351964	-2,2892106	0,36020994	0,36155277	1,039674	2,2558148	2,2687438	3,2489815
49,777344	-5,2359824	-2,2895758	0,36323127	0,36155277	1,0423596	2,2747357	2,2687438	3,2573738
49,874512	-5,2584748	-2,2946153	0,36289558	0,36121705	1,0393384	2,2726336	2,2666371	3,2479324
49,97168	-5,3212657	-2,2989559	0,36289558	0,36390269	1,0410168	2,2726336	2,2834895	3,2531776
50,068848	-5,5995831	-2,3019624	0,36390269	0,3649098	1,0413525	2,2789404	2,289809	3,2542267
50,166016	-5,9345078	-2,3049629	0,36289558	0,36423838	1,0406811	2,2726336	2,2855959	3,2521286
50,263184	-6,2064929	-2,3067205	0,3662526	0,36423838	1,0433668	2,2936568	2,2855959	3,2605212
50,360352	-6,036839	-2,3119102	0,36558121	0,36356699	1,0420239	2,2894523	2,281383	3,2563248
50,45752	-5,6983266	-2,3135028	0,3662526	0,36423838	1,0447096	2,2936568	2,2855959	3,2647173
50,554688	-6,2438512	-2,3190277	0,36658832	0,36759543	1,0416882	2,2957592	2,3066614	3,2552757
50,651855	-6,274827	-2,3209159	0,3662526	0,36759543	1,0433668	2,2936568	2,3066614	3,2605212
50,749023	-6,2147183	-2,3241763	0,36658832	0,36759543	1,0447096	2,2957592	2,3066614	3,2647173
50,846191	-6,2868266	-2,3272126	0,36860254	0,36692402	1,0457166	2,3083735	2,3024483	3,2678645
50,943359	-6,3159308	-2,3302867	0,36860254	0,36692402	1,0460523	2,3083735	2,3024483	3,2689135
51,040527	-6,2939544	-2,332046	0,36927396	0,36759543	1,0450453	2,3125782	2,3066614	3,2657664
51,137695	-6,2075472	-2,3373938	0,36960965	0,37061676	1,0507523	2,3146803	2,3256202	3,2836008
51,234863	-6,3425965	-2,3403034	0,36860254	0,36960965	1,0467238	2,3083735	2,3193007	3,2710121
51,332031	-6,2834916	-2,3436255	0,36860254	0,36994535	1,0490737	2,3083735	2,3214071	3,2783554
51,429199	-6,3305545	-2,3478243	0,37195957	0,37028107	1,0490737	2,3293967	2,3235137	3,2783554
51,526367	-6,3354526	-2,3493919	0,37195957	0,37028107	1,0517594	2,3293967	2,3235137	3,2867479
51,623535	-6,3349648	-2,3516943	0,37162387	0,3733024	1,0517594	2,3272943	2,3424726	3,2867479
51,720703	-6,3375177	-2,3569164	0,37128818	0,37263098	1,0504166	2,3251922	2,3382595	3,2825518
51,817871	-6,3374534	-2,359688	0,37195957	0,37296668	1,0520951	2,3293967	2,3403659	3,287797
51,915039	-6,3392386	-2,363699	0,37162387	0,37296668	1,0497451	2,3272943	2,3403659	3,2804534
52,012207	-6,34378	-2,3649945	0,37162387	0,37263098	1,0547807	2,3272943	2,3382595	3,2961898
52,109375	-6,3322968	-2,3685086	0,3749809	0,37296668	1,0554521	2,3483179	2,3403659	3,2982879
52,206543	-6,3384142	-2,3723958	0,37531662	0,37598801	1,054445	2,3504202	2,3593247	3,2951407
52,303711	-6,3406677	-2,3759336	0,3746452	0,37565231	1,0541092	2,3462155	2,3572183	3,2940912
52,400879	-6,3109465	-2,3790488	0,3749809	0,37598801	1,0541092	2,3483179	2,3593247	3,2940912
52,498047	-6,7134242	-2,3814082	0,3749809	0,37565231	1,0571306	2,3483179	2,3572183	3,3035331
52,595215	-6,3447766	-2,3846848	0,3746452	0,37531662	1,0554521	2,3462155	2,3551118	3,2982879
52,692383	-6,8897777	-2,3893728	0,3749809	0,37900937	1,057802	2,3483179	2,3782837	3,3056312
52,789551	-6,5304585	-2,3906751	0,37800226	0,37900937	1,0584735	2,367239	2,3782837	3,3077295
52,886719	-6,769474	-2,3944881	0,37766653	0,37900937	1,0598162	2,3651366	2,3782837	3,3119256
52,983887	-6,6810284	-2,3986535	0,37766653	0,37833795	1,0598162	2,3651366	2,3740706	3,3119256
53,081055	-7,3128829	-2,4009156	0,37733084	0,37833795	1,0591449	2,3630342	2,3740706	3,3098276
53,178223	-7,3775024	-2,4038193	0,37766653	0,38102359	1,0625019	2,3651366	2,390923	3,3203185
